Trcid	Title	Shortdescription	Longdescription	Calendarsummary	TitleEN	ShortdescriptionEN	LongdescriptionEN	CalendarsummaryEN	Types	Ids	Locatienaam	City	Adres	Zipcode	Latitude	Longitude	Urls	Media	Thumbnail	Datepattern_startdate	Datepattern_enddate	Singledates	Lastupdated
d5b6cbfe-976c-4150-95c5-192994f31fc6	Schiphol Behind the Scenes	Deze Schiphol tour brengt je op plekken waar je normaal gesproken niet zou komen. Zoals de brandweer, de sneeuwvloot, de grote hangars en meer. De tour duurt iets langer dan een uur en vertrekt op verschillende tijdstippen.	<p class=&quot:MsoNormal&quot:><strong>Openingstijden<br /> </strong>mei - oktober: dagelijks om 10:00, 11:30, 13:15, 16:30 en 18:00 uur.<br /> november - april: woensdag - zondag om 11:00, 12:30, 14:00 en 16:00 uur.</p> <p class=&quot:MsoNormal&quot:><o:p></o:p></p>		Schiphol Behind the Scenes	The Schiphol Behind the Scenes Tour takes you places you?d normally never see! Find out more what goes on during an average day in and around the airport with this multimedia tour and exclusive access to all the action.			Excursie,Rondleiding,Excursie,Rondleiding	2.7.2,2.3.12,2.11.2,2.11.3	Great Amsterdam Excursions/Rederij Lovers	LUCHTHAVEN SCHIPHOL	Aankomstpassage 4	1118 AX	52,310857	4,761203	http://www.greatamsterdamexcursions.com/						2013-12-16 21:33:01
26aad0a4-e0c6-4775-ab68-17180bff8962	Renate's Amsterdam	Ben je nieuwsgierig naar de mensen en hun verhalen in Mokum? Ga mee op ontdekkingsreis naar de bronnen van hedendaags Amsterdam.	De wandeltochten van Renate&rsquo:s Amsterdam  door de volkswijken bieden volop gelegenheid kennis te maken met het Amsterdam van toen en nu.&nbsp:Geniet de ambiance van het &ldquo:andere&rdquo: Amsterdam, neem blijvende indrukken mee naar huis.		Renate's Amsterdam	Are you interested in meeting real Amsterdammers and hearing their stories? Do you want to discover how Amsterdam?s past influenced the exciting capital you see today? 	Renate&rsquo:s Amsterdam walking tour will give you a local perspective on the city with plenty of opportunities to learn about Amsterdam&rsquo:s past and present. You&rsquo:ll experience a different side of the city and take home unique memories of your visit.		Rondleiding	2.11.3	Renate's Amsterdam	AMSTERDAM	Start: Dam	1012 JS	52,376495	4,903542	http://www.renatesamsterdam.nl	http://media.iamsterdam.com/ndtrc/Images/20130614/776e7576-1688-46c4-b452-8a37e0f32ce7.jpg	http://media.iamsterdam.com/ndtrc/Images/20130614/776e7576-1688-46c4-b452-8a37e0f32ce7.jpg				2013-12-16 10:45:43
1f69ccbb-0c53-4361-aeab-52317f89b08c	Wheely Dutch Bike Tours	Wheely Dutch Bike Tours organiseert fietstours van een 1/2e dag, 1 dag en meerdere dagen, geschikt voor alle fitnessniveaus en voor elk budget. 	Wheely Dutch Bike Tours is gespecialiseerd in lokale tours die niet toeristisch zijn. Ze bieden een unieke ervaring omdat ze de kleine fietspaden opzoeken die de meeste toeristen niet weten te vinden.<br /> <strong><br /> Waarom kies je voor Wheely Dutch Bike Tours?</strong><br /> Wheely Dutch Bike Tours is een kleine organisatie die je meeneemt naar plekken waar andere fietstour organisaties niet komen. De meerdaagse tours bestaan uit kleine groepen met maximaal 8 personen, de 1/2e en eendaagse tours bestaan uit maximaal 15 personen.<br /> <br /> De organisatie is eco vriendelijk. Je benen doen het werk, maar er is genoeg tijd voor ontspanning. Wheely Dutch Bike Tours levert ook maatwerk, afhankelijk van de wensen en het budget.<br /> <br /> Kom mee en ontdek de mooiste plekken van Nederland.		Wheely Dutch Bike Tours	Wheely Dutch Bike Tours offers half day, one day and multi-day tours for every budget and level of cycling experience. They specialize in local cycle tours that take you off the beaten track. Pedal down small local bike paths past charming villages and waterways and see places that most tourists don't go.	<strong> Small groups, local sights</strong><br /> Wheely Dutch Bike Tours is a small private company that takes you place most major tour companies never go. Their standard tours are limited to 8 participants, while one day tours have 15 or fewer participants. During your tour your legs will certainly get a workout, but there&rsquo:s always plenty of time to relax as well. If you wish, you can also contact Wheely Dutch Bike Tours to create a custom tour that suits your needs and budget.		Rondleiding,Evenementenbureau	2.11.3,4.2.18	Wheely Dutch Bike Tours	AMSTERDAM	H J M Walenkampstraat 20	1019 EB	52,367666	4,941455	http://www.wheelydutch.nl	http://media.iamsterdam.com/ndtrc/Images/20130702/ec9947f5-b5fb-4462-b367-edb81e864b26.jpg,http://media.iamsterdam.com/ndtrc/Images/20130702/006f8c9f-e63e-4695-9663-4d185e82f64e.jpg	http://media.iamsterdam.com/ndtrc/Images/20130702/ec9947f5-b5fb-4462-b367-edb81e864b26.jpg				2013-07-25 14:59:16
3871706a-d295-4da0-a73f-07da88cc213e	Vrijgezellenfeest Amsterdam ? Original Tours	Vrijgezellenfeestamsterdam.nl is onderdeel van Original Tours & Events Amsterdam. Dit is de site om een origineel en onvergetelijk vrijgezellenfeest in Amsterdam te organiseren.	<strong>Het aanbod</strong><br /> Op vrijgezellenfeestamsterdam.nl bieden we een groot aanbod vrijgezellenfeesten voor mannen en vrijgezellenfeesten voor vrouwen, rondleidingen door Amsterdam, workshops, proeverijen, spelprogramma&rsquo:s, fiets en brom tours en een groot aanbod aan vaararrangementen. Samen met jou maken zij er een onvergetelijke dag, ochtend, middag of avond van.<br /> <strong><br /> Vrijgezellenfeest op maat</strong><br /> Buiten het brede aanbod dat je aantreft op de website, kan dit bedrijf een vrijgezellenfeest ook precies op maat maken en afstemmen op jouw individuele wensen. Of je nu een vrijgezellenfeest wilt organiseren met  8 of 100 mensen wilt organiseren, je kunt altijd bij hen terecht. En ook op zeer korte termijn. Zij heten natuurlijk niet voor niets Original Tours &amp: Events Amsterdam.		Vrijgezellenfeest Amsterdam ? Original Tours				Excursie,Rondleiding,Workshop	2.11.2,2.11.3,2.11.5	Original Tours	AMSTERDAM	Oudezijds Armsteeg 24	1012 GP	52,375606	4,899482	http://www.vrijgezellenfeestamsterdam.nl	http://media.iamsterdam.com/ndtrc/Images/20130715/eaaf5c9d-8325-4141-adf2-ebfc4c557c44.jpg,http://media.iamsterdam.com/ndtrc/Images/20130715/7e1b68aa-9a19-4515-bd01-0e6eea7907e1.jpg,http://media.iamsterdam.com/ndtrc/Images/20130715/0442e0b8-f5b9-449a-87b9-91bf98b58dfb.jpg,http://media.iamsterdam.com/ndtrc/Images/20130715/a3df2577-6634-41fc-9e94-8e72e0d177d7.jpg,http://media.iamsterdam.com/ndtrc/Images/20130715/124d988e-ebe6-46a3-8ec6-89e27e07df1d.jpg	http://media.iamsterdam.com/ndtrc/Images/20130715/eaaf5c9d-8325-4141-adf2-ebfc4c557c44.jpg				2013-12-16 14:55:51
8721cded-354c-466a-abc5-b109a2dc4ecc	Bedrijfsuitje-Amsterdam ? Original Tours	Bedrijfsuitje-amsterdam.nl is onderdeel van Original Tours & Events Amsterdam. Deze site biedt een uniek aanbod aan bedrijfsuitjes in Amsterdam.	<strong>Het aanbod</strong><br /> Op Bedrijfsuitje-Amsterdam.nl kun je kiezen uit een zeer uitgebreid aanbod van rondleidingen, workshops, themadiners, vaararrangementen en stadswandelingen. Samen met jou maken zij er een onvergetelijke dag, ochtend, middag of avond van. Original Tours &amp: Events is de trotse ambassadeur van de mooiste stad ter wereld en laat je graag op een eigen manier Amsterdam zien. Met al zijn bijzondere, nog onontdekte en veelbesproken plekken. <br /> <br /> <strong>Uitstapjes op maat</strong><br /> Buiten het brede aanbod van Original Tours &amp: Events Amsterdam, verzorgt Original Tours een uitstapje ook precies op maat en wordt het evenement op uw individuele wensen afgestemd. Of je nu met 8 of 1.000 mensen komt, je kunt altijd bij Original Tours terecht. En ook op zeer korte termijn. Bedrijven zoals ABN Amro, Rabobank, Netflix, Top Gear, Rijkswaterstaat, Rijksoverheid , Hogeschool van Amsterdam en vele andere top bedrijven gingen je voor. Zij heten natuurlijk niet voor niets Original Tours &amp: Events Amsterdam.		Bedrijfsuitje-Amsterdam ? Original Tours				Excursie,Rondleiding,Tocht,Workshop	2.11.2,2.11.3,2.11.4,2.11.5	Original Tours	AMSTERDAM	Oudezijds Armsteeg 24	1012 GP	52,375606	4,899482	http://www.bedrijfsuitje-amsterdam.nl	http://media.iamsterdam.com/ndtrc/Images/20130715/eb305123-4951-4dd3-a2b9-70477020faaa.jpg,http://media.iamsterdam.com/ndtrc/Images/20130715/f603e6c8-8903-4ad5-b29a-8bd6455dfc7d.jpg,http://media.iamsterdam.com/ndtrc/Images/20130715/6d0261e6-71ce-419f-ba06-39d08db73415.jpg,http://media.iamsterdam.com/ndtrc/Images/20130715/8b6d09af-43be-494f-8786-39f38a6db463.jpg,http://media.iamsterdam.com/ndtrc/Images/20130715/4f432634-2d18-43f4-b4d0-989f373a7e28.jpg	http://media.iamsterdam.com/ndtrc/Images/20130715/eb305123-4951-4dd3-a2b9-70477020faaa.jpg				2013-12-16 10:15:45
a621e83f-0aa8-4f43-8b9d-e6f7a8e57dbb	Wallen-Amsterdam ? Original Tours	Wallen-Amsterdam.nl is onderdeel van Original Tours & Events Amsterdam. Deze site biedt alle unieke uitjes aan die er op de wallen te vinden zijn.  	<strong>Het aanbod</strong><br /> Op Wallen-Amsterdam.nl vind je een groot aanbod van tours en evenementen in de meest inspirerende buurt van Amsterdam. Original Tours en Event is gevestigd midden op de Wallen en kent daarom de buurt als geen ander. Samen met jou maken we er een onvergetelijke dag, ochtend, middag of avond van. Je kunt kiezen uit een zeer uitgebreid aanbod van dagarrangementen, avondarrangementen, stadswandelingen, workshops, themafeesten,  vaararrangementen en de lekkerste proeverijen.<br /> <br /> De gidsen van Original Tours zijn geboren en getogen in Amsterdam of wonen er al jaren. De evenementen, tours en arrangementen die zij begeleiden laten je Amsterdam beleven zoals je nog nooit eerder hebt meegemaakt. Ook van de wallentour maken ze een inspirerende verkenningstocht langs de verschillende &lsquo:duistere&rsquo: grachtjes.<br /> <br /> <strong>Uitstapjes op maat</strong><br /> Buiten het brede aanbod dat je aantreft op de website, kan dit bedrijf een uitstapje ook precies op maat maken en afstemmen op jouw individuele wensen. Of je nu met 8 of 1.000 mensen komt, je kunt altijd bij hen terecht. En ook op zeer korte termijn. Zij heten natuurlijk niet voor niets Original Tours &amp: Events Amsterdam.		Wallen-Amsterdam ? Original Tours				Excursie,Rondleiding,Tocht	2.11.2,2.11.3,2.11.4	Original Tours	AMSTERDAM	Oudezijds Armsteeg 24	1012 GP	52,375606	4,899482	http://www.wallen-amsterdam.nl	http://media.iamsterdam.com/ndtrc/Images/20130715/c68ad5ac-e26f-4363-ab4c-4adeb4932a8f.jpg,http://media.iamsterdam.com/ndtrc/Images/20130715/8cb62ac6-768d-47fc-989d-01437abebe9d.jpg	http://media.iamsterdam.com/ndtrc/Images/20130715/c68ad5ac-e26f-4363-ab4c-4adeb4932a8f.jpg				2013-12-16 18:03:31
4570a1ae-82cc-4e7d-a1b1-29cf802c6eaf	Boerderij familie Velzeboer	De nieuwe stal is een unieke kans voor bedrijven, particulieren en toeristen om rond te leiden om te zien hoe het gaat op een modern melkveebedrijf.	"<div> <div> <div> <div>Rondleidingen duren gemiddeld 1 1/2 tot 2 uur en gaan door drie stallen:</div> <div>&bull:<span class=&quot:Apple-tab-span&quot: style=&quot:white-space: pre:&quot:>	</span>De jongveestal met kraamkamer en pasgeboren kalfjes.</div> <div>&bull:<span class=&quot:Apple-tab-span&quot: style=&quot:white-space: pre:&quot:>	</span>De oude stal met vaarzen en drachtige koeien, pinken met een stier erbij zodat deze voor de eerste keer kunnen worden gedekt.</div> <div>&bull:<span class=&quot:Apple-tab-span&quot: style=&quot:white-space: pre:&quot:>	</span>In de melkstal kun je tijdens het melken kijken (17.00 uur).</div> <div>Je kunt ook bij ons een kalfje adopteren. Het deelnemen aan een rondleiding gebeurt op eigen risico.</div> <br /> Midden in het werelderfgoed De Beemster, staat sinds kort een moderne melkstal. Een stal die is gebouwd met het oog op de toekomst van de koeien en de boer. Deze &lsquo:Maatlat Duurzame Veehouderij (MDV)-stal&rsquo: is gebouwd volgens de nieuwste eisen en is op 1 april 2012 in gebruik genomen.<br /> <br /> </div> <div>De stal is 41m breed, 110m lang en 13m hoog en biedt een comfortabele plaats aan 380 melkkoeien. De stal is voorzien van volledige dak isolatie en optimale klimaatbeheersing door een automatisch weerstation dat het windbreekgaas bedient, zodat de koeien het nooit te warm of te koud hebben.</div> </div> </div>"	Altijd open Gesloten op zon- en feestdagen Toelichting: Tip: Bezoek Beemsterkoeien in combinatie met het moderne varkensbedrijf van de familie Van der Mark (info op www.beemsterlantsvarken.nl). Grote groepen kunnen we eventueel op loopafstand verdelen over de twee bedrijven.	Boerderij familie Velzeboer			Always open Closed on Sundays and public holidays.	Bedrijf te bezoeken,Rondleiding	2.2.2,2.11.3		MIDDENBEEMSTER	Hobrederweg 36	1462 LK	52,555927	4,957403	http://www.beemsterkoeien.nl/	http://media.iamsterdam.com/ndtrc/Images/20131029/5ae7da42-445c-4dee-9355-38b4f566fab4.jpg,http://media.iamsterdam.com/ndtrc/Images/20131029/8817c4d1-844f-4598-9650-db4f24420181.jpg,http://media.iamsterdam.com/ndtrc/Images/20131029/54a3ed3b-f22d-4180-977c-57e797267d4e.jpg	http://media.iamsterdam.com/ndtrc/Images/20131029/5ae7da42-445c-4dee-9355-38b4f566fab4.jpg	29-10-2013			2014-03-13 15:25:42
064fcd42-7e62-43ca-92f5-547dba3a5e53	Roofvogelcentrum	Wil je graag roofvogels van heel dichtbij bekijken? Zo dichtbij, dat je ze kunt aaien?  Jammer, je mag ze niet aaien, maar foto's van ze maken mag natuurlijk wel!  Ze zijn binnen te zien! 	<div>Bert Schoo zijn passie voor roofvogels en uilen begon al op 16-jarige leeftijd. Later heeft hij met enkele collega's een Roofvogel Werkgroep opgericht. Ze hielden zich toen bezig met tellingen van alle soorten roofvogels en uilen die in de Beemsterpolder aanwezig waren. <br /> Als het mogelijk was, werden de vogels meteen geringd.</div> <div><br /> </div>	Zaterdag 1 maart 2014 t/m dinsdag 30 september 2014 ma-vr: gesloten za, zo: 13:00 - 17:00 uur Toelichting: Na 1 oktober kunnen er nog wel voor kinderpartijtjes of overige bezoeken afspraken worden gemaakt.	Roofvogelcentrum			Saturday 1 March 2014 including Tuesday 30 September 2014 Mo -Fr : Closed Sa , Su: 13:00 - 17:00 hour.	Bedrijf te bezoeken,Rondleiding	2.2.2,2.11.3		MIDDENBEEMSTER	Volgerweg 14	1462 HP	52,537311	4,881348	http://www.roofvogelcentrum.nl/	http://media.iamsterdam.com/ndtrc/Images/20131029/6c638408-23f3-48ae-8045-e3922e082e8b.jpg,http://media.iamsterdam.com/ndtrc/Images/20131029/696b3652-01b1-401b-a46a-f6d6cddda71d.jpg,http://media.iamsterdam.com/ndtrc/Images/20131029/0d83c58c-0cf9-4a55-93df-f0e732509be2.jpg	http://media.iamsterdam.com/ndtrc/Images/20131029/6c638408-23f3-48ae-8045-e3922e082e8b.jpg	01-03-2014	30-09-2014		2014-03-13 15:25:41
95404120-70b7-427f-bd55-485b7bd144a5	Joods Historisch Museum	Synagogen, markante gebouwen, monumenten en bijzondere beelden kleuren het straatbeeld van de oude Amsterdamse jodenbuurt. Midden in deze buurt bevindt zich het Joods Cultureel Kwartier. Tijdens een wandeling door het kwartier kom je langs het Joods Historisch Museum met haar Kindermuseum, de kolossale Portugese Synagoge en de Hollandsche Schouwburg. Vier culturele instellingen - te bezoeken met één toegangsticket -  die samen een uniek beeld geven van het joodse leven van toen en nu.	<strong>Joods Historisch Museum<br /> </strong>Het Joods Historisch Museum is een modern museum over het jodendom, dat is gevestigd in vier monumentale synagogen bij het Waterlooplein, in het hart van de oude jodenbuurt van Amsterdam. In drie vaste opstellingen wordt hier de geschiedenis en de cultuur van de joden in Nederland zichtbaar. Met schilderijen, tekeningen, gebruiksvoorwerpen, foto's, films en moderne 3D-presentaties kan het met recht een multimediaal museum genoemd worden, voor zowel jong als oud. Naast de drie vaste opstellingen, herbergt het JHM een Kindermuseum en zijn er altijd een of twee tijdelijke tentoonstellingen.<br /> <br /> <strong>JHM Kindermuseum</strong><br /> In het JHM Kindermuseum woont de joodse familie Hollander. Bij hen thuis ben je van harte welkom. De Hollanders houden van de joodse traditie: ieder op zijn eigen manier, soms serieus, soms met een knipoog. En wat leuk is, je kunt er van alles doen. Brood vlechten in de keuken, Hebreeuws leren in de studeerkamer of samen muziek maken in de muziekkamer. Huisvriend Max de Matze wijst iedereen de weg en maakt van het bezoek een feestje! <br /> <br /> <strong> Entree</strong> <br /> Er is &eacute:&eacute:n entreebewijs voor het Joods Historisch Museum, JHM Kindermuseum, de Portugese Synagoge en de Hollandsche Schouwburg. Het entreebewijs is 1 maand geldig.	Ma-zo: 11:00 - 17:00 uur Gesloten op donderdag 25 september 2014 Gesloten op vrijdag 26 september 2014 Gesloten op zaterdag 26 april 2014 Gesloten op zaterdag 4 oktober 2014 Geopend op vrijdag 5 december 2014 van 11:00 - 16:00 uur Geopend op woensdag 24 december 2014 van 11:00 - 16:00 uur Geopend op donderdag 25 december 2014 van 11:00 - 16:00 uur Geopend op woensdag 31 december 2014 van 11:00 - 16:00 uur.	Jewish Historical Museum	The Jewish Historical Museum is located at the heart of Amsterdam's former Jewish quarter. Although not as famous as the bigger art museums, it is in fact one of the city?s most acclaimed museums due to its incisive programming. Housed in four former Ashkenazi synagogues dating from the 17th and 18th centuries, its permanent exhibition reflects the versatility of Judaism in the past and present. It also has its own dedicated children's museum with exceptional educational facilities.	<strong>Shared history </strong><br /> The Jewish Historical Museum collects objects and works of art associated with the religion, culture and history of Jews and Judaism in the Netherlands and its former colonies. The museum has more than 30,000 works of art, ceremonial items and historical objects, of which only 5% is on display at any one time. The museum is especially renowned for its temporary exhibitions that highlight Jewish history, artists, musicians and others who&rsquo:ve influenced social and cultural events. <br /> <br /> <strong>Jewish Amsterdam </strong><br /> As well as its exceptional children&rsquo:s museum and mobile phone app, the museum is partnered with other Jewish icons in the neighbourhood, such as the Portuguese Synagogue and Hollandse Schouwburg.	Mo -Su: 11:00 - 17:00 hour Closed on Thursday 25 September 2014 Closed on Friday 26 September 2014 Closed on Saturday 26 April 2014 Closed on Saturday 4 October 2014 Open on Friday 5 December 2014 from 11:00 - 16:00 hour Open on Wednesday 24 December 2014 from 11:00 - 16:00 hour Open on Thursday 25 December 2014 from 11:00 - 16:00 hour Open on Wednesday 31 December 2014 from 11:00 - 16:00 hour.	Museum,Rondleiding	2.1.6,2.11.3		AMSTERDAM	Nieuwe Amstelstraat 1	1011 PL	52,367349	4,903915	http://www.jhm.nl	http://media.iamsterdam.com/ndtrc/Images/20101125/75179d74-f575-4516-99e8-7fe42ada5e64.jpg,http://media.iamsterdam.com/ndtrc/Images/20101125/0e561909-2a47-4e76-881a-3467ae7f9c97.jpg,http://media.iamsterdam.com/ndtrc/Images/20101125/40cf455f-81ba-418b-b077-57e396dd53e6.jpg,http://media.iamsterdam.com/ndtrc/Images/20101125/077175f6-1c67-4afe-ba9f-502c03c0f7b6.jpg	http://media.iamsterdam.com/ndtrc/Images/20101125/75179d74-f575-4516-99e8-7fe42ada5e64.jpg	25-11-2010			2014-04-14 14:48:59
9daa48dd-7f62-4d1f-8030-713973cdaa7a	Marken Express	De Marken Express is een van de grootste openluchtattracties van Noord-Holland: een veerdienst tussen het prachtige havenstadje Volendam en karakteristieke vissersdorp Marken.	Elke 30 &agrave: 45 minuten vertrekt er een veer. De overtocht duurt ongeveer een halfuur, en biedt een uniek kijkje op de voormalige Zuiderzee en beide dorpen.<br /> <br /> <strong>Meer dan 80 jaar op het water</strong><br /> Al sinds 1933 verzorgt de Marken Express boottochten tussen Volendam en Marken. Naast het vervoeren van de plaatselijke bewoners en bezoekers, zijn de boten ook af te huren voor priv&eacute:cruises, partijen, jubilea en bedrijfsfeesten. Op elke veer is een bar met koffie, frisdrank, bier en snacks aanwezig.		Marken Express	The Marken Express is a fleet of six ferries that carry passengers to and from the picturesque peninsula of Marken. Ferries depart from Volendam Harbour every 30 to 45 minutes and the journey takes approximately 30 minutes.	<strong>Over 80 years of voyages</strong><br /> The Marken Express has been in operation since 1933. In addition to transporting locals and visitors to and from the mainland, the company's ferries are also available for private cruises, parties, banquets, corporate events and more. Each ship also has a small bar on board that offers coffee, beers, sodas and snacks to help make each trip a pleasant one. When the sun is shining, make the most of the blue water view by nabbing a spot on the open deck.		Rondvaart,Arrangement,Excursie,Rondleiding,Tocht,Kinderfeestjes	2.1.8,2.11.1,2.11.2,2.11.3,2.11.4,2.11.6	Marken Express, Rederij Veerman &co.	VOLENDAM	Haven 39	1131 EP	52,495109	5,077261	http://www.markenexpress.nl/	http://media.iamsterdam.com/ndtrc/Images/20121016/470bb6ed-1c07-4c18-8423-4a989aa0a133.jpg,http://www.youtube.com/v/_xkYrfVHfEk	http://media.iamsterdam.com/ndtrc/Images/20121016/470bb6ed-1c07-4c18-8423-4a989aa0a133.jpg				2014-04-15 16:19:32
79211755-f629-4eba-a5de-d9f31d83d22d	Biesterveld Diamantairs	Biesterveld Diamantairs | Sieraden, verlovingsring en meer voor fantastische prijzen  De naam Biesterveld staat in de Amsterdamse diamantwereld al meer dan 120 jaar voor betrouwbaarheid en kwaliteit. Sinds 1972 staan wij in Volendamvoor u klaar met hoogwaardige service, vakmanschap en advies. U bent te allen tijde van harte welkom om de bewerking van diamant tot een prachtig sieraad ?Live? in ons atelier in Volendam te komen bekijken.  	Al vijf generaties lang zitten wij Biestervelds in het 'vak' en hebben wij diamant geslepen en verhandeld. Ons verleden heeft &eacute:&eacute:n leidraad en dat is de diamant. Sindsdien is de expertise van vader op zoon doorgegeven. Broers Wim en Bram Biesterveld, de huidige generatie, leiden nu het familiebedrijf. Wim vertelt hier waarom Biesterveld in de huidige markt nog altijd de beste juwelier/diamantair van Nederland is. <br /> <br /> <br /> Biesterveld Diamantairs is gevestigd in Volendam &ndash: op een kwartier rijden van Amsterdam &ndash: en beschikt over een mooie luxe showroom. Biesterveld heeft namelijk alles in huis op gebied van edelmetaal, diamanten en sieraden. Ons assortiment is zo groot dat u altijd een afgewogen keuze kunt maken. Van bekende merken tot een zelf ontwikkeld merk, wij hebben het in huis. <br /> <br /> In Volendam voeren wij o.a. de volgende merken: Festina, Zinzi, TW Steel, Jaguar, Eclat, Dlamour World, Elini, The One, Philip Stein, Chimento, Boccia, Tondonco, Milus, Carucci, Mondaine, Lotus, Shakaroff, GB, Romance Wedding. <br /> <br /> Heeft u idee&euml:n of plannen om nieuwe sieraden of horloges aan te kopen? Is uw huidige sieraad stuk? Of heeft u tijdens uw ori&euml:ntatie behoefte aan advies van een vakman? <br /> We zien u dan graag tegemoet in onze showroom in Volendam of in onze outletjuwelier in Bataviastad, lelystad. Tenslotte kunt u ook terecht in onze internetwinkel www.sieradencollectie.nl. <br /> <br /> <br /> <br /> Diamant atelier <br /> <br /> In onze winkel in Volendam hebben wij de beschikking over een atelier. Hier kunt u de bewerking van diamant tot een prachtig sieraad &ldquo:Live&rdquo: te komen bekijken, maar kunnen ook de meest uiteenlopende reparaties worden uitgevoerd. Daarnaast bestaat de mogelijkheid om sieraden naar eigen ontwerp te vervaardigen. <br /> <br /> Voordelen atelier <br /> De aanwezigheid van een eigen atelier in de winkel heeft als grote voordeel dat nieuwe aankopen direct en bovendien kosteloos op maat kunnen worden gemaakt of meteen kunnen worden gegraveerd. De mogelijkheden in ons atelier zijn zeer divers. Van het graveren van een horloge tot het compleet vervaardigen van exclusieve en unieke gouden of zilveren trouwringen. <br /> <br /> Ons atelier is het bewijs dat het vak nog springlevend is. Naast gediplomeerd juwelier zijn onze specialisaties diamantbewerking, --zetten en &ndash: taxeren. Tenslotte zijn wij ook vakkundige goudsmeden. Dit gebeurt allemaal in ons atelier waar onze grootvader in 1888 al begon als diamantbewerker. <br /> <br /> <br /> We hopen met deze website u interesse te wekken om eens langs te komen in Volendam. Biesterveld Diamantairs (Diamantbewerkers sinds 1888) is gewoonweg het beste adres voor uw briljant, horloges en sieraden in Nederland. <br /> <br /> Wij willen met Biesterveld Diamantairs voor u klaar staan met onze service, hoogwaardig vakmanschap en advies. U bent te allen tijde van harte welkom in onze showroom en atelier in Volendam. <br /> <br />	Altijd open	Biesterveld Diamantairs			Always open	Arrangement,Excursie,Rondleiding,Sieraden/Juwelier	2.11.1,2.11.2,2.11.3,4.6.15	Biesterveld Diamantairs	VOLENDAM	Haven 16-20	1131 ER	52,495120	5,077054	http://www.biesterveld.nl/,http://biesterveld.nl/webshop.html,http://www.iamsterdam.com/nl-NL/Ndtrc/Biesterveld%2520Diamantairs,http://www.vvv-volendam.nl/nl/shoppen/juweliers/biesterveld-diamantairs/	http://media.iamsterdam.com/ndtrc/Images/20130129/1225f28a-c610-4e2a-a6c6-bb945df755e4.jpg,http://media.iamsterdam.com/ndtrc/Images/20130129/5121851a-c0da-4671-9168-9ce68332e887.jpg	http://media.iamsterdam.com/ndtrc/Images/20130129/1225f28a-c610-4e2a-a6c6-bb945df755e4.jpg	29-01-2013			2014-04-15 16:19:30
7503faec-76a4-4f37-97a7-66c7af5b4515	Tijd/Ruimte wandelingen	Tijd/Ruimte organiseert cursussen kunstgeschiedenis, museumrondleidingen en stadswandelingen onder leiding van kunsthistoricus Michel Didier.	In mei staan de volgende wandelingen gepland:<br /> 10 mei - Vondelpark<br /> 17 mei - Rembrandts Amsterdam<br /> 24 mei - IJ-oevers: Westerdoksdijk en Overhoeks<br /> 31 mei - Oud-West<br /> <strong><br /> Meer informatie<br /> </strong>De wandelingen zijn op zaterdag van 11:00 tot 13:00 uur. <br /> Aanmelden kan via telefoonnummers: 020-7704197 of 06-24217678 of via de mail: wandelingen@tijdruimte.nl.<br /> <br /> Meer informatie is te vinden op de website: www.tijdruimte.nl/rondleidingen.<br /> Deelname is &euro: 60,-, losse wandelingen &euro: 20,-. Na aanmelding krijg je de vertrekpunten toegezonden.		Amsterdam City Walks & Museum Tours	Enjoy private art and architecture tours of Amsterdam led by a local art historian. Certain tours include an added perk ? you can visit the Rijksmuseum and Van Gogh Museum without standing in line.	You can choose from a variety of themes to suit your interests, including Jewish Amsterdam, Gay &amp: Lesbian Amsterdam, Medieval Amsterdam, Rembrandt's Amsterdam, Van Gogh's Amsterdam and Magic City of the '60s tours. Tours are available in Dutch, English, French and German.		Excursie,Rondleiding,Kunst en Cultuur	2.11.2,2.11.3,2.11.11	Tijd/Ruimte	AMSTERDAM	Van Breestraat 72/I	1071 ZS	52,356476	4,874601	http://www.tijdruimte.nl	http://media.iamsterdam.com/ndtrc/Images/20130416/8a0914ec-1837-4b49-a9f6-c490bb957dbb.jpg	http://media.iamsterdam.com/ndtrc/Images/20130416/8a0914ec-1837-4b49-a9f6-c490bb957dbb.jpg				2014-04-15 11:23:43
